Issue Type,Summary,Epic Name,Epic Link,Story ID,Description,Labels,Fix Version/s
Story,AI1.3 — Send message & get assistant response,,ESA-AI1,AI1.3,"As a user, I can ask questions and receive responses in a chat format.

Acceptance Criteria:
- messages stored; roles shown; errors handled; retries possible.","ai,ai1,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI1.4 — Streaming responses (optional if built),,ESA-AI1,AI1.4,"As a user, I see responses stream in real time.

Acceptance Criteria:
- SSE/stream fallback; cancel supported; no UI freeze.","ai,ai1,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI1.5 — Citations shown in answers,,ESA-AI1,AI1.5,"As a user, I can see where an answer came from (docs/workspace sources).

Acceptance Criteria:
- citation list per message; links are permissioned; no leaking cross-tenant info.","ai,ai1,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI1.6 — Quick replies & suggested actions,,ESA-AI1,AI1.6,"As a user, I can click suggested quick replies to continue.

Acceptance Criteria:
- suggested chips render; clicking sends.","ai,ai1,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI1.7 — Conversation memory management (thread summaries),,ESA-AI1,AI1.7,"As a user, Copilot keeps the conversation coherent even in long threads.

Acceptance Criteria:
- stable.","ai,ai1,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI1.8 — Manage conversations (rename / close / delete),,ESA-AI1,AI1.8,"As a user, I can rename, close, and delete my chat threads.

Acceptance Criteria:
- immediately.","ai,ai1,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI1.9 — Export conversation,,ESA-AI1,AI1.9,"As a user, I can export a conversation (PDF/JSON) for audits and sharing.","ai,ai1,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI1.10 — Keyboard shortcut to open Copilot,,ESA-AI1,AI1.10,"As a user, I can toggle Copilot with Ctrl/Cmd + K.","ai,ai1,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI1.11 — Copilot unread/attention indicator,,ESA-AI1,AI1.11,"As a user, I can see when Copilot has an important update (dot/badge).","ai,ai1,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI1.12 — Conversation “pin/star”,,ESA-AI1,AI1.12,"As a user, I can pin important chat threads to the top.","ai,ai1,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI1.13 — Copilot dock tabs / mode switcher,,ESA-AI1,AI1.13,"User Story: As a user, I can switch Copilot modes (Chat / Actions / Search / Answer /
Workflows) inside the Copilot dock.

Acceptance Criteria:
- Tabs visible inside Copilot dock; remembers last-used tab per user.
- Keyboard accessible (tab focus + ARIA labels).
- Each tab preserves its own state (e.g., search filters not lost when switching).","ai,ai1,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI1.14 — “Workspace lookup in progress” indicator,,ESA-AI1,AI1.14,"Acceptance Criteria:
- “Checking workspace…”) until the grounded response is ready; tool payloads remain hidden; errors show a friendly explanation + next actions.","ai,ai1,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Epic,[AI2] Workspace Q&A (RAG + Permissioned Knowledge),ESA-AI2,,,,"ai,phase-4-ai-and-digital-twin",Phase 4 - AI & Digital Twin
Story,AI2.1 — Ask questions about workspace,,ESA-AI2,AI2.1,"As a user, I can ask “What RFQs are awaiting quotes?” and get an accurate answer.

Acceptance Criteria:
- response uses only my tenant + role-permitted data.","ai,ai2,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI2.2 — Company knowledge base indexing,,ESA-AI2,AI2.2,"As an admin, I can index internal docs (policies, catalogs) for Copilot Q&A.

Acceptance Criteria:
- upload/connect sources; reindex job; delete removes from index.","ai,ai2,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI2.3 — Permissioned retrieval,,ESA-AI2,AI2.3,"As the system, I only retrieve content the user can access.

Acceptance Criteria:
- access checks enforced for every citation/source.","ai,ai2,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI2.4 — RAG ingestion status + errors,,ESA-AI2,AI2.4,"As an admin/super admin, I can see indexing status, failures, and last indexed time.","ai,ai2,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI2.5 — RAG source management,,ESA-AI2,AI2.5,"As an admin/super admin, I can add/remove sources (uploads/URLs) used for RAG.","ai,ai2,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI2.6 — Knowledge base access audit,,ESA-AI2,AI2.6,"As an admin, I can see which users queried which KB sources (high-level).","ai,ai2,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI2.7 — Semantic Search panel (filters/tags + open documents),,ESA-AI2,AI2.7,"User Story: As a user, I can search workspace/KB content using a dedicated Search
panel with filters and open results.

Acceptance Criteria:
- Search supports filters/tags; result list shows snippets.
- Opening a result respects permissions (no cross-tenant leaks).
- Search actions are logged/auditable (high-level).","ai,ai2,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI2.8 — Answer panel (grounded Q&A surface),,ESA-AI2,AI2.8,"User Story: As a user, I can ask a question in the Answer panel and get a grounded
answer with citations.

Acceptance Criteria:
- Answer includes citations and links (permissioned).
- “Copy answer” + “open cited source” supported.
- If insufficient info, asks clarifying question / suggests where to find info.","ai,ai2,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Epic,[AI3] Copilot Tools (Read-only Workspace Functions),ESA-AI3,,,,"ai,phase-4-ai-and-digital-twin",Phase 4 - AI & Digital Twin
Story,AI3.1 — Copilot can fetch workspace data via tools,,ESA-AI3,AI3.1,"As the system, Copilot can call read-only tools to answer questions accurately.

Acceptance Criteria:
- tool-calls limited; results audited; no write operations.","ai,ai3,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI3.2 — Tool set: procurement,,ESA-AI3,AI3.2,"As Copilot, I can search RFQs, fetch RFQ details, list quotes, and summarize comparisons.

Acceptance Criteria:
- handlers exist for RFQ/quotes/POs; tenant scope enforced.","ai,ai3,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI3.3 — Tool set: inventory,,ESA-AI3,AI3.3,"As Copilot, I can query item stock, movement history, low stock, etc.

Acceptance Criteria:
- read-only; scoped by company and permissions.","ai,ai3,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI3.4 — Tool-call loop guardrails,,ESA-AI3,AI3.4,"As the system, I prevent infinite tool loops and cap tool calls per message.","ai,ai3,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI3.5 — Tool-call audit detail view,,ESA-AI3,AI3.5,"As a super admin, I can inspect tool calls and tool results per chat turn.","ai,ai3,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI3.6 — Tool registry + schema versioning,,ESA-AI3,AI3.6,"As the system, Copilot tools have a registry with schemas so tool calls remain compatible as
APIs evolve.

Acceptance Criteria:
- tool definitions live in one place; versioned schemas; validation before execution; tool-call
- failures are actionable.","ai,ai3,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI3.7 — Tool set: purchasing documents beyond RFQ,,ESA-AI3,AI3.7,"Acceptance Criteria:
- search/get POs; list PO lines; PO status/ack/shipment/GRN links; permissioned +
- tenant-scoped.","ai,ai3,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI3.8 — Tool set: receiving (GRN/Receipts),,ESA-AI3,AI3.8,"Acceptance Criteria:
- list/search GRNs; get GRN details; show received vs ordered deltas.","ai,ai3,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI3.9 — Tool set: invoicing,,ESA-AI3,AI3.9,"Acceptance Criteria:
- list/search invoices; get invoice details; show payable totals, due dates, statuses.","ai,ai3,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI3.10 — Tool set: 3-way match insights,,ESA-AI3,AI3.10,"Acceptance Criteria:
- fetch match state + mismatch reasons + tolerance thresholds; show what’s blocking
- posting/payment.","ai,ai3,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI3.11 — Tool set: payments (missing in FIN epic too),,ESA-AI3,AI3.11,"Acceptance Criteria:
- list/search payments; payment status; linked invoices; remittance refs.","ai,ai3,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,"AI3.12 — Tool set: master data (items, UoM, tax, payment terms)",,ESA-AI3,AI3.12,"Acceptance Criteria:
- search/get items; list UoMs/tax codes/terms; link to documents consistently.","ai,ai3,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI3.13 — Procurement/Finance snapshot tool,,ESA-AI3,AI3.13,"Acceptance Criteria:
- single tool returns status counts + top urgent exceptions for dashboards and chat.","ai,ai3,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI3.14 — Tool: Supplier directory lookup (search/list suppliers for Copilot),,ESA-AI3,AI3.14,"Acceptance Criteria:
- compact list, tenant-scoped, permissioned, audited.","ai,ai3,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI3.15 — Tool: RFQ awards lookup (latest awards + per-RFQ awards),,ESA-AI3,AI3.15,"Acceptance Criteria:
- supplier + qty + status + timestamps; tenant-scoped; audited.","ai,ai3,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI3.16 — Tool: Quote statistics snapshot (status counts + recent quotes),,ESA-AI3,AI3.16,"Acceptance Criteria:
- supplier info); tenant-scoped; audited; supports quick “ops snapshot” answers.","ai,ai3,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Epic,[AI4] Deterministic Actions as Drafts (Human-in-the-loop),ESA-AI4,,,,"ai,phase-4-ai-and-digital-twin",Phase 4 - AI & Digital Twin
Story,AI4.1 — Draft RFQ from chat,,ESA-AI4,AI4.1,"As a buyer, I can ask Copilot to draft an RFQ and then review it.

Acceptance Criteria:
- draft includes items/specs/files; not auto-sent.","ai,ai4,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI4.2 — Draft supplier negotiation message,,ESA-AI4,AI4.2,"As a buyer, I can ask Copilot to draft an email/message to a supplier.

Acceptance Criteria:
- editable; includes key context; no auto-send without approval.","ai,ai4,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI4.3 — Draft maintenance / compliance checklist,,ESA-AI4,AI4.3,"As a user, I can generate structured checklists from prompts.

Acceptance Criteria:
- checklist format; export/copy.","ai,ai4,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI4.4 — Approve / Reject draft,,ESA-AI4,AI4.4,"As a user, I can approve to create the real entity (RFQ/message/workflow step) or reject.

Acceptance Criteria:
- approval creates records; rejection keeps audit trail; both logged.","ai,ai4,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI4.5 — Draft editing before approval,,ESA-AI4,AI4.5,"As a user, I can edit a draft RFQ/PO/message inside the Copilot UI before approving.","ai,ai4,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI4.6 — Draft library (history),,ESA-AI4,AI4.6,"As a user, I can view previously generated drafts and their status (approved/rejected).","ai,ai4,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI4.7 — Draft GRN (Goods Receipt) from chat,,ESA-AI4,AI4.7,"As a user, I can draft a GRN (Goods Receipt) from chat and review it before creating it.

Acceptance Criteria (shared for AI4.x drafts):
- Never auto-executes actions.
- Preview + validation before approval.
- Approve/reject is explicitly captured and logged.
- Audit trail retained; links to created entities when approved.","ai,ai4,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI4.8 — Draft supplier invoice submission from chat,,ESA-AI4,AI4.8,"As a user, I can draft a supplier invoice submission from chat and review it before creating it.

Acceptance Criteria (shared for AI4.x drafts):
- Never auto-executes actions.
- Preview + validation before approval.
- Approve/reject is explicitly captured and logged.
- Audit trail retained; links to created entities when approved.","ai,ai4,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI4.9 — Draft buyer invoice decision (accept/reject/hold with reason),,ESA-AI4,AI4.9,"As a user, I can draft a buyer invoice decision (accept/reject/hold with reason) from chat and review it before applying it.

Acceptance Criteria (shared for AI4.x drafts):
- Never auto-executes actions.
- Preview + validation before approval.
- Approve/reject is explicitly captured and logged.
- Audit trail retained; links to created entities when approved.","ai,ai4,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI4.10 — Draft mismatch resolution (tolerance apply / request credit note / adjust receipt,,ESA-AI4,AI4.10,suggestion — still human approved),"ai,ai4,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI4.11 — Draft payment (create payment proposal + allocation to invoices),,ESA-AI4,AI4.11,"As a user, I can draft a payment proposal (including allocations to invoices) from chat and review it before creating it.

Acceptance Criteria (shared for AI4.x drafts):
- Never auto-executes actions.
- Preview + validation before approval.
- Approve/reject is explicitly captured and logged.
- Audit trail retained; links to created entities when approved.","ai,ai4,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI4.12 — Draft master-data updates (item create/update; supplier profile updates),,ESA-AI4,AI4.12,"As a user, I can draft master-data updates (item create/update; supplier profile updates) from chat and review it before applying it.

Acceptance Criteria (shared for AI4.x drafts):
- Never auto-executes actions.
- Preview + validation before approval.
- Approve/reject is explicitly captured and logged.
- Audit trail retained; links to created entities when approved.","ai,ai4,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI4.13 — Draft “send/post/award” actions with mandatory confirmation,,ESA-AI4,AI4.13,"Acceptance Criteria:
- never auto-executes; preview + validation; approve/reject logged (consistent
- with AI4.4/AI4.5 expectations).","ai,ai4,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI4.14 — Draft inventory “what-if” scenario from chat (reorder/stockout simulation),,ESA-AI4,AI4.14,"Acceptance Criteria:
- Copilot can generate a what-if scenario draft (inputs + assumptions + output summary).
- Draft is reviewable/editable; never auto-applies changes.
- Draft can optionally suggest next actions (create RFQ, adjust reorder thresholds) but requires confirmation.","ai,ai4,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI4.15 — Actions Panel: structured action launcher (not only “from chat”),,ESA-AI4,AI4.15,"User Story: As a user, I can use the Actions panel to draft structured actions
(RFQ/PO/GRN/invoice/payment/etc.) via guided inputs.

Acceptance Criteria:
- Action type picker + dynamic fields per action type.
- Creates the same “draft” objects as chat-driven drafting.
- Uses the same approval/reject flow (no silent writes).","ai,ai4,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI4.16 — Draft review modal shows payload + warnings + citations before,,ESA-AI4,AI4.16,"approval
User Story: As a user, before I approve a Copilot draft, I can review a clear summary of
what will happen (including warnings/citations).

Acceptance Criteria:
- Shows key fields, detected risks/warnings, and supporting citations (if any).
- Requires explicit confirm to approve; reject requires (optional) reason.
- Approval/rejection is logged and linked back to the draft.","ai,ai4,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Epic,[AI5] AI Workflows Orchestration,ESA-AI5,,,,"ai,phase-4-ai-and-digital-twin",Phase 4 - AI & Digital Twin
Story,AI5.1 — Start workflow from Copilot,,ESA-AI5,AI5.1,"As a user, I can start a multi-step workflow (e.g., RFQ → Compare → PO draft).

Acceptance Criteria:
- workflow instance created; steps visible; resumable.","ai,ai5,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI5.2 — Step approvals,,ESA-AI5,AI5.2,"As a user, I must approve each step before it changes data.

Acceptance Criteria:
- no silent writes; step state machine enforced.","ai,ai5,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI5.3 — Workflow history & audit,,ESA-AI5,AI5.3,"As a user/admin, I can see what happened in the workflow.

Acceptance Criteria:
- timeline; step inputs/outputs; actor; timestamps.","ai,ai5,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI5.4 — Workflow cancellation,,ESA-AI5,AI5.4,"As a user, I can cancel a workflow (with reason) before it creates final documents.","ai,ai5,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI5.5 — Workflow step error recovery,,ESA-AI5,AI5.5,"As a user, if a step fails, I can retry or skip (if allowed).","ai,ai5,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI5.6 — Procure-to-Pay workflow template (end-to-end),,ESA-AI5,AI5.6,"RFQ → quotes → award → PO → shipment/ack → GRN → invoice → 3-way match →
payment","ai,ai5,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI5.7 — Workflow gates on match/exception states,,ESA-AI5,AI5.7,"Acceptance Criteria:
- stops on mismatches; proposes fixes; requires approval to proceed.","ai,ai5,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI5.8 — Workflow “resume anywhere”,,ESA-AI5,AI5.8,"Acceptance Criteria:
- user can say “continue this PO to payment”; Copilot identifies current stage and resumes.","ai,ai5,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI5.9 — Workflow summaries + next steps,,ESA-AI5,AI5.9,"Acceptance Criteria:
- Copilot posts a progress summary after each step; integrates with “attention indicator”
- behavior","ai,ai5,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI5.10 — Workflow Panel: reviewer console for workflow queues & step,,ESA-AI5,AI5.10,"approvals
User Story: As a user, I can review workflow queues, see step outputs, and
approve/reject steps from the Workflows panel.

Acceptance Criteria:
- Queue list with status filters; step detail view.
- Approve/reject actions update workflow state + write audit trail.
- Clear error state + retry where permitted.","ai,ai5,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Epic,[AI6] Forecasting & Inventory AI Outputs,ESA-AI6,,,,"ai,phase-4-ai-and-digital-twin",Phase 4 - AI & Digital Twin
Story,AI6.1 — Forecast generation & snapshots,,ESA-AI6,AI6.1,"As the system, forecasts are generated and stored as snapshots.

Acceptance Criteria:
- scheduled/manual runs; versioned; error handling.","ai,ai6,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI6.2 — Forecast recommendations (reorder/safety stock),,ESA-AI6,AI6.2,"As a buyer, I can see reorder recommendations derived from forecasts.

Acceptance Criteria:
- per item; shows assumptions; confidence/intervals if available.","ai,ai6,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI6.3 — Forecast scenario sandbox (if built),,ESA-AI6,AI6.3,"As a buyer, I can adjust assumptions and see impact.

Acceptance Criteria:
- scenario inputs; recomputed outputs; no data corruption.","ai,ai6,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Epic,[AI7] Supplier Risk Scoring (AI),ESA-AI7,,,,"ai,phase-4-ai-and-digital-twin",Phase 4 - AI & Digital Twin
Story,AI7.1 — Risk score computation,,ESA-AI7,AI7.1,"As the system, suppliers have computed risk scores with categories.

Acceptance Criteria:
- stored score + last updated; explanation factors.","ai,ai7,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI7.2 — Risk visible in directory & quote compare,,ESA-AI7,AI7.2,"As a buyer, I can see risk badges and open details.

Acceptance Criteria:
- badge in lists; detail drawer includes explanation + timestamp.","ai,ai7,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Epic,[AI8] AI Administration & Governance (Super Admin),ESA-AI8,,,,"ai,phase-4-ai-and-digital-twin",Phase 4 - AI & Digital Twin
Story,AI8.1 — AI activity log,,ESA-AI8,AI8.1,"As a super admin, I can see all AI calls (feature, user, entity, latency, status).

Acceptance Criteria:
- filters; pagination; export.","ai,ai8,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI8.2 — Model health dashboard,,ESA-AI8,AI8.2,"As a super admin, I can view model metrics (accuracy, errors, drift signals).

Acceptance Criteria:
- charts; last updated; alert thresholds.","ai,ai8,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI8.3 — Training console,,ESA-AI8,AI8.3,"As a super admin, I can trigger training/re-index jobs per AI module.

Acceptance Criteria:
- run now + schedule; job status; results stored; audit logged.","ai,ai8,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI8.4 — Training job history & job detail,,ESA-AI8,AI8.4,"As a super admin, I can see every training run per model with parameters and results.","ai,ai8,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI8.5 — Cancel/retry a training job,,ESA-AI8,AI8.5,"As a super admin, I can cancel a running job or retry a failed one.","ai,ai8,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI8.6 — Training schedules management,,ESA-AI8,AI8.6,"As a super admin, I can create/edit/disable training schedules per feature.","ai,ai8,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI8.7 — Model versioning / rollback,,ESA-AI8,AI8.7,"As a super admin, I can roll back to a previous model/version if metrics regress.","ai,ai8,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI8.8 — Training dataset management (upload / version / validate),,ESA-AI8,AI8.8,"As a super admin, I can upload/manage training datasets (per model type), validate schema,
and version datasets so training runs are reproducible.

Acceptance Criteria:
- dataset list + upload; schema validation; version id; linked to training jobs; audit logged.","ai,ai8,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI8.9 — Compare training runs (metrics diff),,ESA-AI8,AI8.9,"As a super admin, I can compare two training runs to see if performance improved or
regressed.

Acceptance Criteria:
- select two runs; show metric deltas; highlight regressions; export.","ai,ai8,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI8.10 — Training retention & artifact cleanup,,ESA-AI8,AI8.10,"As a super admin, I can configure how long training artifacts/logs/results are kept.","ai,ai8,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI8.11 — Training “dry run” / validation,,ESA-AI8,AI8.11,"As a super admin, I can validate datasets/config before starting a long training run.","ai,ai8,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Epic,[AI9] Supplier Discovery (AI Web Scraping) ,ESA-AI9,,,,"ai,phase-4-ai-and-digital-twin",Phase 4 - AI & Digital Twin
Story,AI9.1 — Create supplier scrape job,,ESA-AI9,AI9.1,"As a super admin, I can enter keywords/region and start scraping.

Acceptance Criteria:
- job record created; status tracked; rate-limit safe.","ai,ai9,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI9.2 — Store scraped supplier candidates,,ESA-AI9,AI9.2,"As a super admin, I can see scraped candidates with confidence + source URL.

Acceptance Criteria:
- dedupe; pagination; searchable.","ai,ai9,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI9.3 — Review/edit scraped profile,,ESA-AI9,AI9.3,"As a super admin, I can correct scraped fields before onboarding.

Acceptance Criteria:
- editable form; validation; preserve source evidence.","ai,ai9,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI9.4 — Convert candidate to supplier record,,ESA-AI9,AI9.4,"As a super admin, I can “Create Supplier” (or “Create Supplier Application”) from candidate.

Acceptance Criteria:
- creates supplier + contacts; links back to scraped record; audit logged.","ai,ai9,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI9.5 — Discard/blacklist candidate,,ESA-AI9,AI9.5,"As a super admin, I can discard or blacklist domains.

Acceptance Criteria:
- discarded won’t reappear; blacklist prevents future scraping.","ai,ai9,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI9.6 — Scrape job list + detail,,ESA-AI9,AI9.6,"As a super admin, I can see all scrape jobs with status, counts and errors.","ai,ai9,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI9.7 — Evidence & field mapping,,ESA-AI9,AI9.7,"As a super admin, I can see which page/source produced each scraped field.","ai,ai9,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI9.8 — Deduplication / merge assistance,,ESA-AI9,AI9.8,"As a super admin, I get warnings when a scraped supplier likely matches an existing
supplier.","ai,ai9,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI9.9 — Outreach tracking (lightweight),,ESA-AI9,AI9.9,"As a super admin, I can track whether a scraped lead was contacted and outcome.","ai,ai9,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI9.10 — Crawl compliance controls (robots/TOS + rate limits),,ESA-AI9,AI9.10,"As a super admin, I can control scraping rules (respect robots, per-domain allow/deny, crawl
delays, max pages) to stay compliant and stable.

Acceptance Criteria:
- allow/deny list UI; per-domain delay; hard caps; job logs show “skipped due to policy”.","ai,ai9,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI9.11 — Merge action (not only “suggestion”),,ESA-AI9,AI9.11,"As a super admin, I can merge a scraped candidate into an existing supplier record when
dedupe matches are found.

Acceptance Criteria:
- merge UI; field-level mapping; preserves source evidence; audit logged.","ai,ai9,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI9.12 — Export scraped leads,,ESA-AI9,AI9.12,"As a super admin, I can export scraped supplier candidates to CSV via Download
Center.","ai,ai9,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI9.13 — Rescrape / refresh candidate,,ESA-AI9,AI9.13,"As a super admin, I can re-run scraping for a single candidate/domain to update info.","ai,ai9,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Epic,"[AI10] AI Plan Gating, Limits & Safety Controls",ESA-AI10,,,,"ai,phase-4-ai-and-digital-twin",Phase 4 - AI & Digital Twin
Story,AI10.1 — AI feature flags per tenant,,ESA-AI10,AI10.1,"As a super admin, I can enable/disable AI features per tenant.

Acceptance Criteria:
- UI + API gating; immediate effect.","ai,ai10,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI10.2 — Quotas & rate limits for AI,,ESA-AI10,AI10.2,"As the system, AI usage respects limits (requests/day, token budgets).

Acceptance Criteria:
- graceful errors; usage metrics.","ai,ai10,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI10.3 — Safe logging & privacy,,ESA-AI10,AI10.3,"As the system, sensitive data is not logged and chat retention is controlled.

Acceptance Criteria:
- PII rules; retention policy; delete thread.","ai,ai10,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI10.4 — Chat retention policy controls,,ESA-AI10,AI10.4,"As a super admin, I can configure chat retention (e.g., 30/90/365 days) per tenant.","ai,ai10,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI10.5 — Redaction rules for logs,,ESA-AI10,AI10.5,"As the system, I redact sensitive fields in ai_events and tool logs.","ai,ai10,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Epic,[AI12] Intent Planning & Tool Orchestration (LLM + deterministic routing),ESA-AI12,,,,"ai,phase-4-ai-and-digital-twin",Phase 4 - AI & Digital Twin
Story,AI12.1 — Intent router (draft vs search vs workflow vs Q&A),,ESA-AI12,AI12.1,"Acceptance Criteria:
- phrases like “Draft an RFQ” must route to rfq_draft (not “search drafts”); “Show
- my draft RFQs” routes to search/list; routing covered by tests.","ai,ai12,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
